"RNA-seq counts from 3' sequencing, normalized to 10M reads",,,,,,,,,,,,,,,,,
UNIQUD,NAME,LT-HSC,HSC,MPP,CLP,CMP,GMP,MF,Granulocyte,Mono,B,CD4,CD8,NK,MEP,EryA,EryB
NM_001146295,Celf4,0,0,0.1312,0,0,0,0,0,0,0,1.3239,0,0,0,0,0
NM_008262,Onecut1,0,0,1.4432,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_011585,Tia1,916.475,662.6572,324.7911,540.6712,598.1861,415.5618,92.0537,73.5518,125.2349,923.0991,420.9277,355.8914,712.0707,621.4741,74.3276,24.642
NM_026642,Trmt12,28.941,44.1781,12.7305,35.9777,24.7941,25.2854,12.5263,11.7329,15.0102,52.992,21.1787,15.7995,42.6398,69.943,92.9152,31.277
NM_177567,BC049762,0,0,0.5249,1.1356,0.6981,1.466,1.2066,0.1764,0,0,0,0,0,3.214,2.5105,0
NM_146523,Olfr850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_035480,Mir1955,0,0,0,0,0,0,0,0.0391,0,0,0,0,0,0,0,0
NM_001286345,Pard6a,96.471,88.3556,37.2637,72.3325,53.4301,37.0118,15.8694,5.1677,14.3373,92.037,35.7411,40.7447,42.6348,99.6888,32.6486,9.478
NM_011176,St14,260.472,25.6507,24.2739,41.6659,26.5375,43.2408,5.6606,17.3538,7.1675,170.1166,7.9404,4.1578,25.584,4.0188,3.0136,3.791
NM_001081155,Rap1gap,57.883,55.5785,9.712,7.5708,7.3345,11.7264,5.9385,3.1495,3.3604,117.1327,11.9126,3.3273,12.791,20.0948,3.0125,2.843
NM_145417,Rnpep,877.887,501.6255,425.1224,377.546,566.0408,849.8495,338.9811,216.7706,530.0504,490.8231,307.0761,236.9793,682.2394,332.8544,35.66,12.321
NM_178698,Pigv,212.236,159.6098,66.4014,79.5141,83.8119,74.0249,38.9719,31.8853,39.6508,128.2868,103.2444,108.1026,174.8041,157.6007,24.6103,3.791
NM_145968,Tagap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199306,2810007J24Rik,0,21.3755,1.3123,0,0,0,0.1857,0.1956,0.2239,0,0,0,0,0.8048,0,0
NM_145217,Diras1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163310,Rit1,270.119,136.8076,53.5479,56.0427,59.3622,57.9014,129.0584,105.8338,68.7751,86.4489,79.4193,83.1524,260.1065,95.6675,155.2036,125.107
NM_153743,Dnmt3a,607.768,507.3286,338.4749,345.7004,335.2361,296.8237,140.6644,137.0376,131.9572,345.8199,277.9688,246.9612,336.8497,348.1703,28.1296,15.164
NM_177591,Igsf1,0,0,0.1312,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114097,Smarcc2,1813.656,1258.353,382.9309,534.3736,471.4205,450.7499,240.3368,186.4018,202.7375,1280.1445,570.5025,433.2126,1036.1173,878.0325,655.9465,202.824
NM_007577,C5ar1,0,12.8256,5.3797,0.3785,6.6345,1.0993,4.7333,25.2382,10.0818,0,0,0,8.528,5.6244,0,0
NM_009714,Asgr1,0,0,1.0497,1.1356,0,0,0,0,0.2239,0,0,0,0,0,0,0
NM_009858,Cd8b1,0,19.9506,0.3937,9.842,1.0478,0.7326,41.0029,32.726,0.2241,25.0963,140.3098,5760.6378,59.6961,1.607,1.0046,0
NM_146659,Olfr1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_025272,Atp6v0e,1186.594,314.9448,211.5455,437.7684,417.6226,443.7937,382.7626,249.4148,312.9712,465.6821,238.2669,336.7749,814.4102,1155.4639,300.3332,195.242
NM_001033242,Cln5,96.471,101.1809,47.9045,65.5003,111.3915,112.5041,44.0765,45.5982,50.4073,214.7462,67.5035,40.7481,183.3456,98.8815,33.6515,11.373
NM_001081178,Gpr116,0,5.7001,0.1312,0.3789,0.3491,0.3665,0.1857,0.7825,0.2241,0,0,0,0,0.8048,0,1.896
NM_025736,Emc2,77.177,82.6544,40.2957,57.1719,76.123,64.1319,14.292,10.4203,34.5034,136.6537,86.0373,69.8451,217.4506,150.3353,11.0493,0
NR_028536,Snord93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001101445,Cyp4f17,0,0,0.656,0,0.6984,0.3662,0.3712,0.6259,1.1201,0,3.9702,0,0,0,0,0
NM_001105071,Vmn2r39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_105966,Mir7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024479,Wbscr27,289.413,453.1747,77.2844,60.585,58.3187,23.4538,29.2307,4.4043,7.3913,5.5764,124.4264,159.6468,25.5856,177.693,678.0297,492.844
NM_001159498,Ppm1b,202.589,158.1836,64.3008,95.8074,98.1236,91.9814,39.2527,32.6175,33.1556,172.9197,158.8374,159.6438,268.6342,278.1654,245.5972,134.584
NM_145851,Cables2,86.824,55.5785,29.662,39.0021,52.0332,56.0702,19.9525,30.5082,22.4027,312.3281,90.0044,39.9132,102.336,81.2088,23.6048,9.478
NM_001164108,Ripk3,463.061,277.8898,171.9083,169.628,200.7848,225.0122,104.8459,28.8798,53.3199,220.3122,101.9195,97.281,119.3866,183.3002,12.0537,3.791
NM_013890,Fbxw2,520.944,226.5888,101.9705,147.3044,165.1719,175.1706,97.3395,47.2418,104.8455,446.2227,312.385,280.2209,456.2121,485.5647,644.8644,501.374
NR_002881,Defa-ps13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166718,Vmn1r173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013026,Ttf2,241.178,148.2093,43.1776,57.9404,105.4581,70.7248,30.8061,13.4029,22.6264,128.2797,66.1802,53.2191,115.127,151.144,118.5274,37.911
NM_022420,Gprc5b,231.531,59.8535,41.4627,27.6387,12.5723,4.398,2.5981,1.8386,1.3443,0,31.771,22.451,8.5262,1.607,0,0
NM_018770,Cadm1,28.941,85.5038,9.3152,26.8987,3.1423,3.6645,236.1043,161.3818,16.1316,22.3055,0,4.1591,12.7946,0.8035,15.0667,8.53
NM_001040611,Peg10,0,5.7001,0,0.7571,0,0,0,0,0,0,0,0,0,0.8035,0,0
NM_001164078,Tia1,916.475,662.6572,324.7911,540.6712,598.1861,415.5618,92.0537,73.5518,125.2349,923.0991,420.9277,355.8914,712.0707,621.4741,74.3276,24.642
NM_201370,Wee2,0,4.2754,1.1809,0,0,0,0.0929,0.0589,0,0,0,0,0,0,0,0
NM_172803,Dock4,9.647,47.0269,13.6464,2.6512,8.3814,4.3979,34.7898,83.5074,56.9098,8.3681,17.2085,5.8207,34.1102,4.0213,9.0406,2.843
NM_015812,Rgs6,0,106.8787,31.4899,1.8947,1.0481,0.3665,0.9282,0.7252,0.672,0,0,0,0,4.0175,16.5768,7.582
NM_001017362,Arid3c,0,1.4251,0.1312,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_175104,Fam53c,472.708,208.0614,111.4123,217.7414,117.3312,99.313,54.4716,61.6708,83.7838,178.4857,119.1277,122.2409,332.5847,337.6948,69.8098,19.903
NM_001122766,Sirt2,723.533,866.4533,196.8442,309.0468,206.3739,216.5785,211.7414,150.4291,222.9114,914.7922,501.6704,302.6709,899.6988,938.297,150.1773,80.561
NM_001243261,D630033O11Rik,0,0,0,2.2727,2.0953,2.1991,10.1127,0.861,0.672,0,0,0,4.2648,0,0.5025,0
NM_146913,Olfr1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195244,Pet100,935.77,279.3187,132.4054,153.3794,116.2834,151.3498,109.1243,123.9643,110.4344,181.2508,115.1578,107.27,196.1387,281.416,425.3884,318.453
NM_194464,Mrvi1,19.294,45.603,23.0929,26.1214,3.8419,2.1988,1.5782,2.5055,1.1198,13.9445,10.59,2.4948,0,4.0201,0,0
NR_038156,2610020C07Rik,38.588,8.5504,8.5314,20.829,14.3188,12.8259,7.5171,1.9375,4.4801,47.4063,9.265,9.144,25.5804,65.9454,75.8405,31.277
NR_105807,Mir130c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_175531,Mrgprb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_029863,9230110F15Rik,0,8.5502,0.1312,0,0,0,0,0,0,0,0,0,0,2.4105,0,0
NM_001134791,Osbpl9,762.122,260.7903,122.1748,142.756,138.2932,159.0423,124.1508,153.0956,202.9674,1003.9876,424.9126,306.8217,477.5399,207.4176,65.2897,50.232
NR_033523,Gm11517,9.647,4.2752,5.2484,3.0311,1.0473,1.8327,1.6707,0.7639,0.896,0,1.3239,10.8098,25.5892,3.2153,7.5327,4.739
NM_020588,Tmem183a,299.06,156.7602,91.2155,148.0533,151.5472,135.5945,46.6737,29.4445,49.0633,200.7784,129.7192,138.8641,268.6257,377.0771,232.0365,112.785
NM_025946,Romo1,1996.952,682.6155,323.2534,623.8332,335.9071,432.4488,191.5356,78.6795,105.0598,435.0433,248.8485,201.2286,336.8393,1118.3256,273.7241,94.778
NM_001011816,Olfr1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007968,Ewsr1,1292.713,694.0165,357.2205,558.2332,474.8877,468.3619,152.5624,77.2486,140.9134,387.6128,244.8828,264.4252,430.6627,1130.4905,359.6079,201.877
NM_133204,Zscan5b,0,0,1.1808,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022417,Itm2c,1476.008,1112.9791,572.0893,864.712,712.3331,1006.346,1186.4631,400.2483,738.1466,298.3743,1342.0916,645.2822,1709.8028,390.786,70.8191,49.284
NM_207545,Vmn1r179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_009793,Camk4,19.294,68.4024,24.1422,5.2996,1.3967,0,7.0495,3.5601,0.672,25.0948,1183.3659,671.0161,38.375,2.4118,4.0185,1.896
NM_146662,Olfr365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012311,Pgbd1,0,17.1012,1.1818,1.1356,3.8414,1.466,0.5568,0.313,0.224,0,1.3234,1.6633,4.2648,12.8594,1.0046,0
NM_001011830,Olfr119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181682,Dsg1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027973,5730522E02Rik,48.236,96.9051,27.8197,33.3196,27.2372,24.9186,3.34,7.531,6.9449,2.7893,0,4.9909,0,14.4652,4.0176,5.687
NM_001159502,Ddx24,2778.367,1221.2959,574.2309,739.2573,536.0202,515.6064,327.3792,161.309,252.9171,1112.713,586.373,582.9102,912.4536,1652.3612,1102.9455,481.471
NM_001243044,Ap1b1,906.828,1048.8536,277.4135,476.0836,274.4619,251.0265,175.6514,113.9074,143.597,711.1561,444.7599,351.7319,618.2629,1871.9308,934.7044,331.722
NM_029430,Ttc23l,9.647,7.1253,3.149,0,0,0,0,0,0,0,0,0,0,0,0.5025,0
NM_145825,Cetn4,9.647,5.7005,2.3616,1.1356,3.1435,1.0992,0.9282,1.8782,0.6722,0,0,0,0,29.7523,21.0923,6.634
NM_007603,Capn6,0,2.8501,0,0,0,0,0,0,0.2241,0,0,0,0,0,0,0
NM_018808,Dnajb1,665.651,404.7251,172.3111,321.9,230.4692,226.4747,107.9206,58.1503,84.6828,259.3468,243.5595,262.7556,464.7435,742.929,991.393,387.641
NM_001162919,Pgbd1,0,17.1012,1.1818,1.1356,3.8414,1.466,0.5568,0.313,0.224,0,1.3234,1.6633,4.2648,12.0559,1.0046,0
NM_175398,Fam212b,0,4.2754,1.7059,0,0.6984,0,0.1857,1.3306,0.2239,0,46.3271,19.1241,0,15.2779,8.0372,6.634
NR_015545,4930481A15Rik,144.707,104.0314,27.6916,45.0543,25.1442,18.6907,9.3725,6.4612,14.1141,108.7753,119.1291,108.0911,106.599,21.7109,36.664,16.112
NM_007913,Egr1,96.471,129.6843,9.5791,20.0689,7.3337,2.9317,14.476,82.6324,5.3766,97.6075,108.5366,134.6984,17.0542,23.3139,2.5111,2.843
NM_178206,Hist1h3h,9.647,1.4251,1.4432,3.4093,1.3965,1.466,1.1139,0.0979,0.4479,2.7893,0,0,0,0.8048,5.0216,3.791
NR_029716,Mir30c-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5025,0
NM_001163819,Fance,318.355,182.4106,69.1599,110.5775,119.0718,136.3222,29.1407,14.7587,34.2757,150.5843,100.6003,98.9497,243.0609,438.1924,39.1772,12.321
NM_001161458,Cbfb,318.355,133.9569,91.2246,158.2557,281.1004,253.5891,60.5011,70.2882,98.8042,368.1288,268.7063,246.1365,434.9275,112.5379,5.5245,4.739
NM_177585,Iqcj,0,18.5255,4.9861,0,0.3491,0.3665,0.6498,0.098,0.2241,0,0,0,0,0.8035,3.5166,0
NM_001113364,Tbc1d14,115.765,42.7523,24.9313,60.5856,53.079,35.1806,20.0428,25.7193,35.3949,267.7299,72.801,85.6509,127.9097,86.0219,17.5799,8.53
NM_001081200,Crnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024439,Vimp,636.709,173.8594,114.5841,199.9605,221.3898,349.2403,117.5675,71.5961,102.3828,306.7609,164.1296,188.7551,392.2635,230.763,17.0753,13.269
NM_008372,Il7r,260.472,5.7005,42.2471,486.4902,5.5868,0.3665,8.998,12.6571,0.448,19.5174,1002.0507,1042.7151,72.4836,8.0454,0.5019,0
NR_038000,4921513I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_023465,Ctnnbip1,231.531,115.4312,56.8183,85.5725,63.2066,33.7149,24.4025,54.2712,41.6672,5.5774,5.295,14.9693,34.112,51.4552,4.0187,1.896
NM_013599,Mmp9,0,304.9699,58.1312,20.8274,43.649,5.4973,95.188,2150.9941,118.9437,0,25.1462,0,0,79.5652,5.0236,11.373
NM_025492,1700020L24Rik,19.294,28.5012,116.1993,51.8902,112.0959,325.06,161.8804,36.1065,44.5735,0,7.9424,26.6126,119.3728,16.8808,3.0141,0
NR_030670,Gm15760,38.588,15.6763,7.0873,3.7854,3.1429,5.1301,3.7117,1.0957,2.0167,22.3079,10.5893,6.6523,21.3174,7.2365,1.0046,0.948
NM_028216,Psca,0,0,0,0,0,0,0,0.2739,0,0,0,0,0,0,0,0
NM_009461,Ubr1,144.707,320.6417,54.4646,78.367,126.4094,94.5474,23.5684,36.753,37.1929,462.9518,289.883,282.7053,417.8473,278.1759,54.7426,18.008
NM_001080557,Vamp1,77.177,41.3272,45.7955,51.8692,34.569,30.0485,14.9412,7.4419,23.2993,234.2496,104.5743,76.498,59.6976,24.926,13.0577,2.843
NM_015816,Lsm4,4717.436,1782.7779,999.056,1733.6234,869.7899,1006.3466,553.4536,199.4932,331.7628,1444.56,851.1394,932.9774,938.034,2823.9302,1261.1322,412.283
NM_028942,Slco6c1,0,1.4252,0.656,0,0,0,0,0,0,0,0,0.8318,0,0,0,0
NM_007541,Bglap,0,0,0.1312,0.3788,0,0,0.4636,0.0391,0,2.7881,0,0,0,0,3.0125,1.896
NM_001037294,Alpk2,38.588,9.9753,9.7097,12.1137,1.0474,0,0.5566,5.829,0.4479,89.2394,2.6468,3.3266,4.2648,0,0,3.791
NM_001199310,Lig1,3202.84,990.4386,681.1889,1158.229,799.2885,662.2098,275.5639,35.0392,91.3966,206.3516,64.8568,98.1269,85.2746,2081.743,2240.512,825.514
NM_010794,Mgat1,2006.599,530.1286,890.6106,789.8478,582.0926,463.9474,186.8964,151.7536,247.0949,1386.1142,191.934,217.86,810.1558,619.9406,179.8112,78.665
NR_040339,Gm19897,0,11.4011,9.0539,3.4073,6.984,4.7642,9.3715,29.4782,14.7855,111.5563,15.883,28.2752,127.9097,4.0213,3.0136,0.948
NM_019484,Alyref2,9.647,62.704,19.2932,25.7521,35.2677,30.783,8.1659,5.9866,18.8186,39.0439,6.6188,19.956,51.1644,41.799,7.0331,0
NR_027978,4930465K10Rik,0,0,0,0,0,0,0,0.0391,0,0,0,0,0,1.6097,0,1.896
NM_001033385,Tbc1d32,9.647,39.9019,15.4863,7.5725,22.3479,16.1244,6.2165,4.8507,10.0816,25.0993,2.6471,16.6292,0,16.8795,2.0084,0.948
NR_033634,A630075F10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098267,Ttll2,0,0,0.1312,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_040609,2010009K17Rik,0,8.5504,15.2193,0,0,0,0,0.1174,0.672,0,0,0.8312,0,4.8236,0,0
NM_001163018,Suz12,540.238,384.7731,112.3574,245.379,324.05,276.3115,60.2297,46.9691,62.0578,387.6381,272.6779,222.8468,353.9091,660.9113,285.7639,103.308
NM_172470,Wdr35,106.118,38.4774,14.8287,29.1537,6.6346,5.1305,1.3919,0.8802,0.896,27.89,9.2645,2.4951,4.2648,36.184,9.5431,4.739
NM_053153,Klra18,0,2.8501,0.9184,4.1639,0.3494,0.3664,0,1.3694,0,11.1527,10.5881,14.9659,3735.1754,0,0,0
NM_001081059,Mcur1,463.061,363.3987,136.6172,132.5313,171.1073,198.2533,132.2224,91.8948,167.5697,334.667,202.5169,147.1795,302.7601,329.6496,81.8645,41.702
NM_010367,Magi1,67.53,123.9816,19.8132,0.7574,8.38,2.5649,0.6494,2.2495,1.568,0,5.2941,0.8312,4.2632,15.2687,2.5116,1.896
NM_172808,Antxrl,0,0,2.4928,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083922,Wbp1,472.708,565.7555,247.3795,214.7211,198.3342,183.6024,134.6326,80.3769,72.3594,312.3445,127.0713,133.0413,362.4491,303.1062,396.2813,145.01
NM_001002272,Tro,0,0,0.1312,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019840,Pde4b,675.298,309.2429,135.6922,199.1603,137.5833,57.5339,88.978,170.8741,118.7396,970.4947,419.6075,373.3449,643.8452,130.2273,17.0751,13.269
NM_027910,Klhdc3,1476.008,1182.8251,558.0649,473.3563,475.6013,431.6908,203.8731,110.193,184.5865,638.6839,260.763,248.6173,272.8803,1562.2709,297.339,67.292
NM_001270669,Gm21951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164613,Atp13a4,0,5.7001,2.2307,0,0,0,0,0.0196,0,0,0,0,0,0,0,0
NM_172393,Aim1,106.118,49.8771,18.5005,15.8995,10.1285,1.8321,65.2263,95.3225,141.1405,382.04,160.165,231.1821,929.5234,6.4293,23.1055,13.269
NM_182959,Slc17a8,9.647,19.9515,0.5249,0,1.7468,0,0.1854,0.6461,0.2241,0,3.9716,0,0,0,0.5025,0
NR_045313,Rptoros,0,5.7001,1.7063,0.3785,0,0,0.4638,0.2933,0.2241,0,0,4.1587,0,0,0,0
NM_008305,Hspg2,0,34.2009,2.493,0,0.6984,1.0996,0.3713,0.8019,0,44.6215,0,3.3273,0,0.8035,0.5025,0
NM_021480,Tdh,0,0,0,0,0,0,0,0.352,0,0,0,0,0,0,0.5025,0
NR_105905,Mir6940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_175459,Glis3,9.647,49.8767,27.6934,35.5832,35.6184,65.9586,14.1029,19.6817,4.256,2.7893,66.183,14.1339,59.6942,6.4279,3.0135,0
NM_025316,Ndufb5,1418.125,508.756,249.3665,464.295,530.7782,677.9709,178.7257,72.0396,174.9679,435.0409,305.7595,353.4126,596.9283,1299.2654,73.8306,24.642
NM_146182,Klc3,57.883,92.6295,5.7727,3.7858,0.699,0,1.3911,1.1945,0,25.1008,51.6238,28.2688,4.2648,0.8035,0.5025,0
NM_029528,Fam131b,0,0,0.1312,0,0,0,0.0929,0.2935,0,0,0,1.6636,0,0,0,0
NM_027423,Polr3b,395.531,269.339,102.7508,165.4824,143.5192,122.0276,52.1501,37.8797,58.0211,390.4286,153.5503,165.4725,294.2078,306.3357,150.1694,135.532
NR_105823,Mir6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033616,Pldi,0,0,0.2624,0,0,0,0,0,0.448,0,0,0,0,0,0,0
NM_001199999,Mup14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198424,Orai3,385.884,220.891,109.9712,139.7215,211.6085,208.8845,74.3245,52.7915,102.829,270.5007,31.7678,52.3901,375.2075,238.0259,23.1018,13.269
NM_153779,Aifm2,48.236,28.5025,13.5154,12.1141,8.3799,24.5536,13.2711,12.3107,23.748,13.9455,1.3234,3.326,34.112,38.6049,24.612,3.791
NM_001199955,Ankrd60,0,0,0,1.5141,0,0,0,0.0782,0,0,0,0,0,0,0,0
NM_001081029,Tmem243,173.648,47.0281,26.6415,49.2339,43.2997,40.3097,18.6514,30.1232,73.0364,613.5337,68.8298,97.2894,396.5127,23.3139,15.0688,10.426
NM_178873,Adck2,115.765,96.9057,58.2613,81.0333,62.8557,62.2979,33.6853,26.6698,47.2681,153.3724,66.1832,117.2467,196.1371,135.0822,21.5968,3.791
NM_001136057,Cpne6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033539,Gm12298,0,0,0.5248,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_031868,Ppp1ca,4109.668,2441.1698,923.9353,1347.1883,957.8173,913.9724,603.7399,381.7971,443.7798,1662.2006,825.9916,769.1597,1782.2516,1997.9992,871.9263,189.555
NR_033585,Cyp4f41-ps,38.588,0,2.7569,3.7854,5.588,9.1612,1.6706,0.7042,1.3446,8.3645,10.5904,4.1559,8.5262,0,2.5114,0
NM_025452,Tmem54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_102366,AW112010,19.294,32.7775,7.4808,43.9121,33.1748,15.3905,21.431,2.877,28.4538,145.0043,309.7047,520.5524,7193.2475,9.651,0,0
NM_001045489,Mfge8,511.297,550.0809,196.4338,181.0003,185.0781,91.25,24.5017,9.3911,26.4338,69.7187,79.4217,39.08,119.3955,43.4127,0.5019,6.634
NM_001077696,Hdac5,530.591,326.3437,168.0074,118.524,175.6415,173.71,77.8597,53.5747,189.9698,479.6692,160.1699,133.0387,319.771,66.7303,106.4749,42.65
NM_001159529,Cox7a2l,916.475,361.9761,221.106,258.2711,154.695,162.7096,136.5875,96.5539,143.1424,451.7863,344.1631,309.3283,324.0395,339.3217,155.2009,58.762
NM_001164087,Homer2,0,5.7003,5.5124,2.6526,16.0644,15.0242,2.6918,1.7995,0.8959,0,0,0,0,35.3714,8.5366,2.843
NM_007413,Adora2b,0,11.4011,5.7739,6.0566,1.3969,0.7329,11.5999,7.2586,44.5833,0,0,0,4.2648,4.0201,1.0046,1.896
NR_038016,Gm16998,0,0,1.181,1.5144,3.4922,1.0994,1.0205,1.0953,1.5676,0,0,2.4954,12.7946,0.8035,1.5065,0.948
NM_001173483,Rlbp1,0,0,2.624,0,0.6983,1.099,0.0927,0.0782,0.2239,0,1.3234,0,0,0,0,0
NM_029655,Snx7,38.588,7.1255,11.0223,4.1642,16.0639,24.5518,3.8975,3.4237,6.2736,0,0,0,4.2632,4.8236,1.506,0.948
NM_027216,Slc39a11,569.179,408.9992,183.0632,200.6816,237.118,260.1868,73.9683,59.054,49.7327,75.2939,131.0436,135.5338,68.2238,213.0525,8.5382,5.687
NR_029576,Mir190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_029974,Dcst1,0,0,0,0,0,0,0.0929,0.1955,0,0,0,0,0,0,0,0
NM_010939,Nrp2,57.883,15.6756,14.8325,5.3045,17.4593,28.951,10.3944,18.6464,70.1222,66.9282,13.2344,29.1054,17.0542,3.2178,21.6001,0.948
NM_001177780,Dlg3,154.354,62.7036,27.8224,36.3527,48.541,10.2605,7.6095,2.8955,6.2728,27.8889,35.7373,37.419,63.9574,83.6271,6.0271,2.843
NR_029774,Mir346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015770,a,0,1.4252,0.3936,3.0316,0.349,3.2975,0.1856,0.0391,0.4479,0,0,0.8315,0,0,0.5019,0
NM_001252550,BC017643,414.826,209.4856,140.2876,187.4283,215.4493,221.7164,94.1849,71.5178,164.6638,471.2791,108.5401,208.7123,532.9951,232.3451,122.5433,35.068
NM_011796,Capn10,192.942,95.4819,60.4958,68.1581,69.4917,60.8328,23.3841,12.6269,20.6106,83.6665,33.0895,54.0471,102.3447,165.6577,75.8401,30.329
NM_028325,Zcchc12,0,0,0.1312,0.3785,0,0,0,0.0784,0,0,2.6475,0.8315,0,0,0,0
NM_001039645,Asphd1,0,0,0,0,0,0,0,0.1174,0,0,0,0,0,0,0,0
NM_178017,Hmgxb4,318.355,121.1329,85.8274,130.6343,150.1493,169.2988,36.1948,21.5869,45.9247,200.7856,116.481,99.7791,179.0827,249.2705,118.028,62.553
NM_008985,Ptprn,9.647,19.9506,1.8368,6.4357,3.4922,0,0.2785,0.1174,0.2239,0,3.9716,1.6635,0,4.0239,0,0
NM_001276449,Ahsg,9.647,0,3.1488,0,0,0,0,0,0,0,0,0,0,1.607,0,0
NR_040266,2310001H17Rik,67.53,64.1296,16.0086,22.3391,22.6979,12.8264,12.1548,21.1891,15.4585,61.3506,58.2379,32.4321,68.2222,41.803,2.5114,2.843
NM_178790,Abi3bp,0,9.9755,7.8726,1.1363,1.0478,0.7331,0.0929,0.0784,0,0,0,2.4945,0,3.214,0,0
NM_144828,Ppp1r1b,19.294,0,0.3936,1.1356,0,0,0,0.3912,0,0,0,1.663,0,0,0,0
NM_001286007,Tubgcp2,308.707,253.6631,97.6498,127.2385,111.3941,101.5081,35.6382,14.4813,23.7457,184.0761,52.9471,55.7092,98.0728,238.8108,130.0833,35.068
NM_146839,Olfr272,0,0,0,0,0.349,0,0,0,0,0,0,0,0,0,0,0
NM_026359,4930578I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007763,Crip1,5209.439,1433.6382,334.3786,1059.7494,239.1914,158.3163,400.0366,207.6327,1196.0739,1545.0976,602.2699,696.0061,1445.5128,397.2058,75.8443,44.546
NM_001271963,Eya2,723.533,711.119,48.4202,18.9313,25.4907,6.5964,9.5595,4.1284,1.1198,11.1527,236.9278,175.4456,498.8693,24.1252,2.009,0.948
NM_008784,Igbp1,762.122,473.1304,303.2771,390.0527,363.5139,413.3792,169.3467,83.1692,206.9908,471.2723,291.2054,341.7568,422.1105,701.1783,80.8691,18.956
NM_139221,Defb11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_008077,Gad1,0,9.9753,4.9856,0,0,0,0,0.176,0,33.47,0,0,0,0,1.0044,0
NR_040330,AI646519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019455,Hpgds,0,17.1008,8.5286,17.8007,2.4445,2.5647,103.9043,29.4783,6.7209,39.0429,13.2358,7.4849,8.5262,3.2166,11.0502,3.791
NM_001134426,Cdv3,762.122,300.6936,171.94,432.1362,114.8903,120.5605,55.7785,37.3216,31.5877,234.2681,93.9819,80.6584,98.0744,356.2679,134.0998,64.449
NM_001287739,Cebpb,221.884,129.6817,82.1687,78.7854,139.3265,282.9142,414.8614,346.8917,656.589,52.9848,48.9717,31.6006,1415.6121,121.418,37.6684,19.903
NM_146184,B3gnt8,173.648,51.3036,60.3853,64.77,106.5133,154.6483,32.8553,10.8464,86.0236,591.257,2.6475,4.9883,0,11.2524,8.5386,5.687
NM_008364,Il1rap,28.941,106.8828,17.4583,21.9568,41.2039,43.2424,6.4035,9.4631,17.028,72.5139,46.3299,41.5759,59.6961,34.5706,1.0044,1.896
NM_013743,Pdk4,0,15.6761,0.656,0,0.3491,0,0,0,0,0,0,0,0,0,0,0
NM_027100,Rwdd2a,9.647,5.7005,5.3797,7.5735,8.034,12.4596,6.0319,2.3104,21.9541,8.3681,1.3237,6.6543,12.793,9.6497,0.5025,0
